left_x,left_y,right_x,right_y,u,v,exx,eyy,exy,zncc
281.000000,17.000000,282.155792,18.881687,1.155792,1.881687,-0.002603,-0.002350,0.037497,0.009571
284.000000,17.000000,285.158112,18.912006,1.158120,1.912007,-0.026732,-0.002591,0.037208,0.010338
14.000000,20.000000,15.312031,21.910267,1.312031,1.910266,0.012121,-0.002075,0.023280,0.007569
17.000000,20.000000,18.318501,21.853973,1.318501,1.853974,-0.000961,-0.000957,0.020007,0.006199
20.000000,20.000000,21.313091,21.796488,1.313091,1.796488,-0.000110,-0.000839,0.017164,0.006604
23.000000,20.000000,24.335335,21.734385,1.335335,1.734385,-0.000559,-0.000637,0.014820,0.006986
26.000000,20.000000,27.320492,21.651957,1.320493,1.651956,-0.000246,-0.000302,0.014677,0.006954
29.000000,20.000000,30.330288,21.587904,1.330289,1.587904,-0.000018,-0.000455,0.014600,0.007027
32.000000,20.000000,33.319653,21.529478,1.319652,1.529477,-0.000828,-0.000813,0.013708,0.006766
35.000000,20.000000,36.313835,21.446318,1.313835,1.446318,-0.000978,-0.000875,0.012679,0.007304
38.000000,20.000000,39.309727,21.358789,1.309726,1.358790,-0.000904,-0.000908,0.011772,0.007876
41.000000,20.000000,42.297047,21.263649,1.297046,1.263649,-0.001727,-0.000655,0.011126,0.007941
44.000000,20.000000,45.282444,21.171757,1.282443,1.171757,-0.003239,-0.000578,0.010468,0.007997
47.000000,20.000000,48.290573,21.066921,1.290572,1.066922,-0.002917,-0.000275,0.009034,0.007499
50.000000,20.000000,51.293076,20.949806,1.293077,0.949806,-0.002194,-0.000076,0.007764,0.007782
53.000000,20.000000,54.281693,20.840519,1.281691,0.840520,-0.001770,-0.000262,0.007521,0.007825
56.000000,20.000000,57.270515,20.717175,1.270516,0.717175,-0.001978,-0.000440,0.008090,0.007854
59.000000,20.000000,60.261326,20.614073,1.261325,0.614073,-0.002517,-0.000868,0.007950,0.007789
62.000000,20.000000,63.265625,20.491402,1.265625,0.491401,-0.002604,-0.000906,0.007062,0.007965
65.000000,20.000000,66.247696,20.360447,1.247696,0.360448,-0.001110,-0.000752,0.006846,0.008181
68.000000,20.000000,69.255379,20.232618,1.255382,0.232619,-0.000390,-0.001068,0.007080,0.007931
71.000000,20.000000,72.266235,20.115410,1.266237,0.115410,-0.001854,-0.001339,0.006983,0.007816
74.000000,20.000000,75.249977,19.989157,1.249979,-0.010842,-0.002812,-0.001366,0.006868,0.008133
77.000000,20.000000,78.227875,19.855825,1.227875,-0.144174,-0.003460,-0.001505,0.007150,0.007709
80.000000,20.000000,81.218834,19.740723,1.218834,-0.259278,-0.003842,-0.001914,0.007116,0.007222
83.000000,20.000000,84.216530,19.618414,1.216528,-0.381587,-0.003734,-0.002182,0.006831,0.006873
86.000000,20.000000,87.189590,19.498583,1.189587,-0.501417,-0.002662,-0.002293,0.006407,0.006803
89.000000,20.000000,90.198364,19.368647,1.198366,-0.631353,-0.002607,-0.002117,0.006658,0.006682
92.000000,20.000000,93.179688,19.243458,1.179689,-0.756542,-0.002976,-0.002202,0.007698,0.007350
95.000000,20.000000,96.165535,19.133018,1.165538,-0.866982,-0.001647,-0.002361,0.008618,0.007056
98.000000,20.000000,99.167892,19.027727,1.167890,-0.972273,-0.000822,-0.002505,0.008512,0.006820
101.000000,20.000000,102.168495,18.909248,1.168492,-1.090751,-0.000417,-0.002340,0.009308,0.007568
104.000000,20.000000,105.163414,18.802710,1.163413,-1.197291,-0.000890,-0.002327,0.010586,0.007628
107.000000,20.000000,108.150208,18.712553,1.150205,-1.287447,-0.001924,-0.002047,0.011907,0.007136
110.000000,20.000000,111.164940,18.632229,1.164939,-1.367772,-0.003614,-0.001755,0.012865,0.007330
113.000000,20.000000,114.137451,18.543770,1.137452,-1.456230,-0.004029,-0.001130,0.013569,0.007487
116.000000,20.000000,117.123230,18.443163,1.123230,-1.556838,-0.002802,-0.000483,0.014897,0.007451
119.000000,20.000000,120.123299,18.378853,1.123301,-1.621147,-0.002522,-0.000708,0.016394,0.007567
122.000000,20.000000,123.110214,18.311424,1.110214,-1.688575,-0.002065,-0.000655,0.017305,0.006994
125.000000,20.000000,126.097244,18.241022,1.097247,-1.758977,-0.000722,-0.000306,0.018773,0.006703
128.000000,20.000000,129.111374,18.188700,1.111369,-1.811300,0.000116,-0.000387,0.020031,0.006892
131.000000,20.000000,132.101547,18.145491,1.101551,-1.854509,-0.000270,-0.000751,0.020973,0.006717
134.000000,20.000000,135.119553,18.100571,1.119556,-1.899429,-0.001353,-0.000937,0.021501,0.006340
137.000000,20.000000,138.105240,18.060997,1.105246,-1.939003,-0.001640,-0.001120,0.022583,0.006527
140.000000,20.000000,141.096695,18.026461,1.096701,-1.973539,0.000211,-0.001263,0.024171,0.008537
143.000000,20.000000,144.105820,18.000254,1.105814,-1.999747,0.001343,-0.001244,0.026132,0.009768
146.000000,20.000000,147.110367,18.006140,1.110368,-1.993861,0.000787,-0.001581,0.027304,0.010187
149.000000,20.000000,150.105743,17.999105,1.105745,-2.000894,0.000375,-0.001436,0.028180,0.009832
152.000000,20.000000,153.113098,17.996067,1.113097,-2.003932,0.000069,-0.000940,0.029612,0.009841
155.000000,20.000000,156.108368,18.006025,1.108367,-1.993974,-0.000600,-0.000794,0.031150,0.010062
158.000000,20.000000,159.102982,18.034227,1.102976,-1.965773,-0.000155,-0.000723,0.032281,0.009851
161.000000,20.000000,162.110840,18.058662,1.110840,-1.941337,0.000739,-0.000587,0.033104,0.009831
164.000000,20.000000,165.119705,18.102848,1.119711,-1.897151,0.000544,-0.000647,0.033425,0.009859
167.000000,20.000000,168.112823,18.127087,1.112822,-1.872914,0.001333,-0.000271,0.034898,0.009922
170.000000,20.000000,171.120728,18.187988,1.120735,-1.812011,0.002017,-0.000343,0.036546,0.009239
173.000000,20.000000,174.119019,18.222679,1.119014,-1.777321,0.001751,0.000146,0.038634,0.007854
176.000000,20.000000,177.128922,18.318935,1.128914,-1.681065,0.002013,-0.000239,0.040275,0.007888
179.000000,20.000000,180.138992,18.373266,1.138993,-1.626735,0.002169,0.000173,0.041040,0.007769
182.000000,20.000000,183.155396,18.449566,1.155401,-1.550435,0.002153,0.000378,0.041903,0.008264
185.000000,20.000000,186.154327,18.534929,1.154328,-1.465071,0.001173,0.000639,0.042549,0.008497
188.000000,20.000000,189.148895,18.620024,1.148897,-1.379976,0.000581,0.001059,0.043408,0.008218
191.000000,20.000000,192.152374,18.714146,1.152369,-1.285855,0.001319,0.001378,0.044511,0.007830
